Word	FREQcount 	CDcount 	FREQlow 	Cdlow	SUBTLWF	Lg10WF
바라볼	623					2.7952
회사에서	623					2.7952
할까.	623					2.7952
더운	623					2.7952
필요에	623					2.7952
어머니에게	623					2.7952
K가	623					2.7952
"들어갔다.
"	623					2.7952
없어진	623					2.7952
가까스로	623					2.7952
장애가	623					2.7952
마냥	623					2.7952
만들어야	622					2.7945
쉽사리	622					2.7945
형태는	622					2.7945
작업	622					2.7945
오가는	622					2.7945
이론이	622					2.7945
고려대	622					2.7945
기대하고	622					2.7945
지도를	622					2.7945
벌여	622					2.7945
혁명	622					2.7945
민자당	621					2.7938
여부에	621					2.7938
이대로	621					2.7938
제목의	621					2.7938
작년에	621					2.7938
청년	621					2.7938
전문가들의	621					2.7938
뭔지	621					2.7938
모습	621					2.7938
저리	621					2.7938
몽땅	620					2.7931
찾아와	620					2.7931
글로	620					2.7931
전망이	620					2.7931
거리의	620					2.7931
선발	620					2.7931
사람에게는	620					2.7931
주요한	620					2.7931
텍스트의	620					2.7931
살지	620					2.7931
정치가	620					2.7931
요새	620					2.7931
양은	620					2.7931
진행되는	620					2.7931
여자들은	620					2.7931
있었음을	619					2.7924
유	619					2.7924
93년	619					2.7924
"아니지만,"	619					2.7924
확고한	619					2.7924
[사설]	619					2.7924
새끼	619					2.7924
형식의	619					2.7924
"""나도"	619					2.7924
베트남	618					2.7917
활동은	618					2.7917
부인의	618					2.7917
불만이	618					2.7917
시각	618					2.7917
"""나"	618					2.7917
관심	618					2.7917
닿는	618					2.7917
"달리,"	617					2.7910
못했다는	617					2.7910
내지는	617					2.7910
논의는	617					2.7910
있겠지만	617					2.7910
산과	617					2.7910
언어는	617					2.7910
결혼한	617					2.7910
걸릴	617					2.7910
외교	617					2.7910
탁	617					2.7910
알면서도	617					2.7910
고도의	617					2.7910
"위해,"	616					2.7903
편하게	616					2.7903
고민을	616					2.7903
충남	616					2.7903
바람직하지	616					2.7903
당할	616					2.7903
보이며	615					2.7896
소용이	615					2.7896
거래를	615					2.7896
기억하고	615					2.7896
의원들이	615					2.7896
표현은	615					2.7896
책임은	615					2.7896
평화의	615					2.7896
국제적인	614					2.7889
하라고	614					2.7889
기반으로	614					2.7889
교회의	614					2.7889
대상에	614					2.7889
독립된	614					2.7889
구조의	614					2.7889
문제들을	614					2.7889
일선	614					2.7889
중세	614					2.7889
구해	613					2.7882
꺾고	613					2.7882
차기	613					2.7882
치료	613					2.7882
"""지난"	613					2.7882
바다가	613					2.7882
3천	613					2.7882
가족과	613					2.7882
계속될	613					2.7882
사건과	613					2.7882
스페인	613					2.7882
형을	613					2.7882
지분을	612					2.7875
"뭐,"	612					2.7875
고교	612					2.7875
몰아	612					2.7875
기준	612					2.7875
사항을	612					2.7875
여론을	612					2.7875
약속한	612					2.7875
물로	612					2.7875
강제로	612					2.7875
방식의	612					2.7875
빌	611					2.7868
시기는	611					2.7868
벌일	611					2.7868
우뚝	611					2.7868
제공하고	611					2.7868
팀의	611					2.7868
활동의	611					2.7868
"그,"	611					2.7868
눈부신	611					2.7868
평가하는	611					2.7868
공부하는	611					2.7868
강조한	610					2.7860
여기고	610					2.7860
러시아가	610					2.7860
추진하는	610					2.7860
녀석은	610					2.7860
선택하는	610					2.7860
사업이	610					2.7860
방안이	610					2.7860
단어를	610					2.7860
불빛이	610					2.7860
선수들은	609					2.7853
던진	609					2.7853
생각하니	609					2.7853
있긴	609					2.7853
될지	609					2.7853
금년	609					2.7853
"""앞으로"	609					2.7853
물끄러미	609					2.7853
들어올	609					2.7853
수준	609					2.7853
그중	609					2.7853
이야기하는	609					2.7853
카드	609					2.7853
끌어	608					2.7846
이야기다.	608					2.7846
개인적으로	608					2.7846
해줄	608					2.7846
커서	608					2.7846
아이디어를	608					2.7846
가도	608					2.7846
많아서	608					2.7846
민중	608					2.7846
사용된	608					2.7846
러시아는	607					2.7839
인류가	607					2.7839
편을	607					2.7839
같은데	607					2.7839
합쳐	607					2.7839
묵은	607					2.7839
"한다""며"	607					2.7839
백제	606					2.7832
미술	606					2.7832
내년부터	606					2.7832
그림자가	606					2.7832
구름	606					2.7832
흔들어	606					2.7832
다가오는	605					2.7825
보듯	605					2.7825
인간적	605					2.7825
국가는	605					2.7825
in	605					2.7825
현장에	605					2.7825
먹어	605					2.7825
좋아서	605					2.7825
부끄러운	605					2.7825
애초	605					2.7825
임금을	604					2.7818
자리잡은	604					2.7818
1위를	604					2.7818
할아버지	604					2.7818
섰다.	604					2.7818
그리스	604					2.7818
거리로	604					2.7818
사라졌다.	604					2.7818
1995년	603					2.7810
강력하게	603					2.7810
밀어	603					2.7810
후세인	603					2.7810
사정은	603					2.7810
거슬러	603					2.7810
생의	603					2.7810
관리를	603					2.7810
해온	603					2.7810
인터뷰에서	603					2.7810
먹었다.	602					2.7803
국방부	602					2.7803
측은	602					2.7803
직업을	602					2.7803
광경을	602					2.7803
화제를	602					2.7803
짧게	602					2.7803
시기가	601					2.7796
다니면서	601					2.7796
다르다는	601					2.7796
이루어진다.	601					2.7796
증거가	601					2.7796
이번에도	601					2.7796
"버렸다.
"	601					2.7796
명백한	601					2.7796
규모를	601					2.7796
누릴	601					2.7796
1년에	601					2.7796
격렬한	601					2.7796
서는	601					2.7796
하늘과	601					2.7796
거울	600					2.7789
않더라도	600					2.7789
달라	600					2.7789
악을	600					2.7789
어울리지	600					2.7789
직원들이	600					2.7789
무료	600					2.7789
선생님을	600					2.7789
말.	600					2.7789
"""그게"	600					2.7789
KBS	600					2.7789
보던	600					2.7789
획기적인	600					2.7789
"""응,"	599					2.7782
그들과	599					2.7782
분야	599					2.7782
손실을	599					2.7782
진심으로	599					2.7782
바뀌어	599					2.7782
마실	599					2.7782
1시간	599					2.7782
불필요한	599					2.7782
법의	599					2.7782
"""야,"	598					2.7774
과제를	598					2.7774
일일	598					2.7774
개념으로	598					2.7774
NGO의	598					2.7774
교실	598					2.7774
그래.	598					2.7774
풀고	598					2.7774
이익이	598					2.7774
무얼	597					2.7767
주희	597					2.7767
무사히	597					2.7767
있을지도	597					2.7767
질을	597					2.7767
전용	597					2.7767
보고는	597					2.7767
컴퓨터에	597					2.7767
간다는	597					2.7767
일상적인	597					2.7767
터진	597					2.7767
동안은	597					2.7767
이루어져야	596					2.7760
1일부터	596					2.7760
남과	596					2.7760
"아니요,"	596					2.7760
IMF	596					2.7760
"말하였다.
"	596					2.7760
보호	596					2.7760
대비해	596					2.7760
기도를	595					2.7752
학문적	595					2.7752
나니	595					2.7752
캐나다	595					2.7752
공업	595					2.7752
이름도	595					2.7752
과도한	595					2.7752
"아닌,"	595					2.7752
객관적인	595					2.7752
만들어낸	595					2.7752
토지를	595					2.7752
무작정	594					2.7745
하느님의	594					2.7745
싸움이	594					2.7745
네.	594					2.7745
월에	594					2.7745
좋습니다.	594					2.7745
많습니다.	594					2.7745
극도로	594					2.7745
온몸이	594					2.7745
다녔다.	594					2.7745
용어를	594					2.7745
"했으며,"	594					2.7745
부분적으로	593					2.7738
이상적인	593					2.7738
성질이	593					2.7738
자격을	593					2.7738
달러를	593					2.7738
체험을	593					2.7738
그림의	593					2.7738
기준에	593					2.7738
"따라서,"	593					2.7738
10여	593					2.7738
교사의	593					2.7738
88년	592					2.7731
맛있는	592					2.7731
시에서	592					2.7731
싶다고	592					2.7731
89년	592					2.7731
하늘로	592					2.7731
능력에	592					2.7731
어렵고	592					2.7731
표	592					2.7731
의미와	591					2.7723
중요하다고	591					2.7723
전문가	591					2.7723
부부는	591					2.7723
강의	591					2.7723
한이	591					2.7723
"냈다.
"	591					2.7723
중이다.	591					2.7723
놀랄	591					2.7723
상대의	591					2.7723
가히	590					2.7716
할머니의	590					2.7716
산하	590					2.7716
생생하게	590					2.7716
결정에	590					2.7716
확인하는	590					2.7716
기간이	590					2.7716
있지.	590					2.7716
한눈에	590					2.7716
임금이	590					2.7716
익숙한	590					2.7716
해결	590					2.7716
모자를	590					2.7716
생기고	590					2.7716
나가면	590					2.7716
해석을	589					2.7709
비판하는	589					2.7709
예상된다.	589					2.7709
제도는	589					2.7709
시설	589					2.7709
공간에	589					2.7709
경계를	589					2.7709
않았으나	589					2.7709
일정을	589					2.7709
자취를	589					2.7709
정부에서	589					2.7709
수화기를	589					2.7709
맞을	589					2.7709
외국어	589					2.7709
물리적	589					2.7709
먹기	588					2.7701
"듯,"	588					2.7701
임시	588					2.7701
위협을	588					2.7701
고작	588					2.7701
바싹	588					2.7701
지나고	588					2.7701
자랑하는	588					2.7701
발생한다.	588					2.7701
마음도	588					2.7701
아닐까?	588					2.7701
하늘은	588					2.7701
연다.	588					2.7701
인정할	588					2.7701
자유가	588					2.7701
방법도	588					2.7701
재산	588					2.7701
출신으로	588					2.7701
자본의	587					2.7694
아님을	587					2.7694
효율적으로	587					2.7694
실력을	587					2.7694
출범	587					2.7694
예술을	587					2.7694
&	587					2.7694
동안이나	587					2.7694
꺼내어	587					2.7694
바람은	587					2.7694
"없습니다.
"	587					2.7694
불가피한	587					2.7694
중요하게	586					2.7686
보편적	586					2.7686
되던	586					2.7686
지난주	586					2.7686
울었다.	586					2.7686
끼어	586					2.7686
지식	586					2.7686
대기업	586					2.7686
심정을	586					2.7686
주인공은	585					2.7679
"불구하고,"	585					2.7679
논리가	585					2.7679
동쪽	585					2.7679
현재까지	585					2.7679
정신없이	585					2.7679
근무하는	585					2.7679
아빠	585					2.7679
30분	585					2.7679
밤의	585					2.7679
존재로	585					2.7679
바뀌는	585					2.7679
방이	585					2.7679
의원을	585					2.7679
의의를	585					2.7679
노조	585					2.7679
놀랐다.	585					2.7679
달라질	585					2.7679
누구보다도	584					2.7672
엉덩이를	584					2.7672
박수를	584					2.7672
상당수	584					2.7672
주한	584					2.7672
2개	584					2.7672
외국에	584					2.7672
"아니며,"	584					2.7672
계획	584					2.7672
현진은	584					2.7672
모릅니다.	584					2.7672
젊은이들이	584					2.7672
;	584					2.7672
7.	583					2.7664
죄가	583					2.7664
희망이	583					2.7664
맥락에서	583					2.7664
필자의	583					2.7664
오빠가	583					2.7664
"거야.""
"	583					2.7664
다수	583					2.7664
장치를	583					2.7664
용이는	582					2.7657
쓰레기를	582					2.7657
일으키고	582					2.7657
사태	582					2.7657
근처	582					2.7657
효과는	582					2.7657
"있다"""	582					2.7657
"전,"	582					2.7657
결심을	582					2.7657
쏟아지는	582					2.7657
외치는	582					2.7657
너무나도	582					2.7657
후보로	582					2.7657
대우	582					2.7657
스트레스를	582					2.7657
돈의	582					2.7657
갖은	582					2.7657
이야기도	582					2.7657
뚜렷이	581					2.7649
목적에	581					2.7649
"만들고,"	581					2.7649
"등이다.
"	581					2.7649
보았을	581					2.7649
신청을	581					2.7649
"만큼,"	581					2.7649
동	581					2.7649
일주일	581					2.7649
공격	581					2.7649
몇가지	580					2.7642
살림을	580					2.7642
그만한	580					2.7642
않기로	580					2.7642
일본에서는	580					2.7642
제한된	580					2.7642
제치고	580					2.7642
양식을	579					2.7634
거느리고	579					2.7634
방문한	579					2.7634
결정이	579					2.7634
"있으니,"	579					2.7634
벤처	579					2.7634
모임을	579					2.7634
떼어	579					2.7634
아내에게	579					2.7634
부쩍	579					2.7634
반가운	579					2.7634
"""안"	579					2.7634
"사람들,"	579					2.7634
글씨를	578					2.7627
뿐더러	578					2.7627
세대의	578					2.7627
요구한	578					2.7627
작품으로	578					2.7627
한참을	578					2.7627
"일본,"	578					2.7627
가운데서도	578					2.7627
포함하는	578					2.7627
명은	577					2.7619
본인이	577					2.7619
기술은	577					2.7619
어른	577					2.7619
인연이	577					2.7619
지붕	577					2.7619
날의	577					2.7619
편안한	577					2.7619
시기	577					2.7619
따위가	576					2.7612
민주화	576					2.7612
수입이	576					2.7612
중반	576					2.7612
재미가	576					2.7612
새삼스럽게	576					2.7612
초반	576					2.7612
곁에서	576					2.7612
서쪽	576					2.7612
오기	576					2.7612
이제부터	576					2.7612
지방에서	576					2.7612
역사적으로	575					2.7604
원의	575					2.7604
연일	575					2.7604
극복하고	575					2.7604
미사일	575					2.7604
지혜를	575					2.7604
용기가	575					2.7604
능히	575					2.7604
인연을	575					2.7604
바다로	575					2.7604
세계와	575					2.7604
태양의	575					2.7604
기업과	574					2.7597
수술	574					2.7597
구석에	574					2.7597
"것인가,"	574					2.7597
기록했다.	574					2.7597
두었다.	574					2.7597
바다의	574					2.7597
상관이	574					2.7597
즐거움을	574					2.7597
방법의	574					2.7597
흔들며	574					2.7597
두어야	573					2.7589
어른들이	573					2.7589
아니하고	573					2.7589
배에	573					2.7589
떠오른	573					2.7589
역할에	573					2.7589
여인은	573					2.7589
필연적으로	573					2.7589
돌리는	573					2.7589
취하는	572					2.7582
보고를	572					2.7582
생각하기	572					2.7582
구멍이	572					2.7582
그제야	572					2.7582
당시에는	572					2.7582
남지	572					2.7582
분석한	572					2.7582
요	572					2.7582
숫자가	572					2.7582
답을	572					2.7582
포함돼	571					2.7574
재건축	571					2.7574
범위	571					2.7574
치른	571					2.7574
직접적으로	571					2.7574
떠나고	571					2.7574
제공할	571					2.7574
따져	570					2.7566
날개를	570					2.7566
옮긴	570					2.7566
로버트	570					2.7566
쳐다보고	570					2.7566
크지	570					2.7566
수행하는	570					2.7566
거부하고	570					2.7566
깨달았다.	570					2.7566
